doi;Kolumn1;agreement;yfa_kod;article_title;corresponding_auth;approved_date;approved_year;first_published;apc;apc_source;currency;over limit;oa_type
10.1007/s13304-017-0492-2;;Springer Compact;YFA_SCO;;Josefin Segelman;2017-10-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00228-017-2354-8;;Springer Compact;YFA_SCO;;Jaran Eriksen;2017-10-12;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40273-017-0578-1;;Springer Compact;YFA_SCO;;Thomas Kahan;2017-10-06;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40273-017-0579-0;;Springer Compact;YFA_SCO;;Brian Godman;2017-10-06;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12020-017-1441-z;;Springer Compact;YFA_SCO;;Jakob Skov;2017-10-02;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0316-1;;Springer Compact;YFA_SCO;;Hannah Brooke;2017-09-25;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00125-017-4451-8;;Springer Compact;YFA_SCO;;Juleen Zierath;2017-09-25;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00268-017-4244-8;;Springer Compact;YFA_SCO;;Carmen Burgos;2017-09-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10910-017-0807-z;;Springer Compact;YFA_SCO;;Dževad Belkić;2017-09-12;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10286-017-0465-z;;Springer Compact;YFA_SCO;;Per Tornvall;2017-09-11;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00701-017-3330-x;;Springer Compact;YFA_SCO;;Jiri Bartek;2017-09-11;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10557-017-6756-8;;Springer Compact;YFA_SCO;;B. Godman;2017-09-11;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11307-017-1120-8;;Springer Compact;YFA_SCO;;Ryosuke Arakawa;2017-09-11;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0312-5;;Springer Compact;YFA_SCO;;Ylva Lagerros;2017-09-08;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11302-017-9586-z;;Springer Compact;YFA_SCO;;Zhichao Zhou;2017-09-04;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00125-017-4428-7;;Springer Compact;YFA_SCO;;Lena Sjöberg;2017-08-31;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00383-017-4150-z;;Springer Compact;YFA_SCO;;Anna Granström;2017-08-28;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00405-017-4728-z;;Springer Compact;YFA_SCO;;Suvi Renkonen;2017-08-28;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0297-0;;Springer Compact;YFA_SCO;;Torbjörn Åkerstedt;2017-08-22;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00394-017-1526-8;;Springer Compact;YFA_SCO;;Viktor Oskarsson;2017-08-21;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10120-017-0761-2;;Springer Compact;YFA_SCO;;Joonas Kauppila;2017-08-18;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10549-017-4466-3;;Springer Compact;YFA_SCO;;Gabriella Frisk;2017-08-17;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00540-017-2403-6;;Springer Compact;YFA_SCO;;Anil Gupta;2017-08-14;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12017-017-8461-y;;Springer Compact;YFA_SCO;;Robert Harris;2017-08-14;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40273-017-0559-4;;Springer Compact;YFA_SCO;;Brian Godman;2017-08-09;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00415-017-8571-3;;Springer Compact;YFA_SCO;;Shireen Sindi;2017-08-08;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12195-017-0504-9;;Springer Compact;YFA_SCO;;Kenneth Caidahl;2017-08-04;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00467-017-3781-6;;Springer Compact;YFA_SCO;;Rafael Krmar;2017-08-02;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00586-017-5248-7;;Springer Compact;YFA_SCO;;Paul Gerdhem;2017-07-31;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40265-017-0791-4;;Springer Compact;YFA_SCO;;Paolo Parini;2017-07-25;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00467-017-3766-5;;Springer Compact;YFA_SCO;;Ylva Tranæus Lindblad;2017-07-20;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12640-017-9786-x;;Springer Compact;YFA_SCO;;Marilena Raciti;2017-07-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00586-017-5218-0;;Springer Compact;YFA_SCO;;Martin Skeppholm;2017-07-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00198-017-4150-9;;Springer Compact;YFA_SCO;;A. Kämpe;2017-07-10;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10899-017-9704-4;;Springer Compact;YFA_SCO;;Anders Nilsson;2017-07-10;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00277-017-3061-3;;Springer Compact;YFA_SCO;;Lotta Hansson;2017-07-07;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0283-6;;Springer Compact;YFA_SCO;;Per Wändell;2017-07-06;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00701-017-3266-1;;Springer Compact;YFA_SCO;;Jiri Bartek;2017-07-05;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00167-017-4621-8;;Springer Compact;YFA_SCO;;Paul Ackermann;2017-06-22;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00520-017-3793-6;;Springer Compact;YFA_SCO;;Maria Wiklander;2017-06-22;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s13402-017-0340-x;;Springer Compact;YFA_SCO;;Margareta Wilhelm;2017-06-22;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00127-017-1409-6;;Springer Compact;YFA_SCO;;Jurgita Narusyte;2017-06-19;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10910-017-0769-1;;Springer Compact;YFA_SCO;;Dževad Belkić;2017-06-16;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00251-017-1011-9;;Springer Compact;YFA_SCO;;Karl-Johan Malmberg;2017-06-14;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00167-017-4606-7;;Springer Compact;YFA_SCO;;Paul Ackermann;2017-06-12;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40263-017-0445-9;;Springer Compact;YFA_SCO;;Joel Monárrez-Espino;2017-06-08;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40265-017-0777-2;;Springer Compact;YFA_SCO;;Maciej Kupczyk;2017-06-07;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12529-017-9669-9;;Springer Compact;YFA_SCO;;Pia Svedberg;2017-06-07;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00262-017-2029-4;;Springer Compact;YFA_SCO;;Tanja Lövgren;2017-06-07;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10877-017-0032-0;;Springer Compact;YFA_SCO;;Maria Cronhjort;2017-06-02;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0268-5;;Springer Compact;YFA_SCO;;Anna Ilar;2017-05-30;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0264-9;;Springer Compact;YFA_SCO;;Emma Björkenstam;2017-05-24;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0250-2;;Springer Compact;YFA_SCO;;Anna Hedström;2017-05-23;2017;;2200,00;discounted;EUR;;Hybrid
10.3758/s13415-017-0519-7;;Springer Compact;YFA_SCO;;Meenal Budhiraja;2017-05-19;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10654-017-0261-z;;Springer Compact;YFA_SCO;;Knut Stokkeland;2017-05-18;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s13752-017-0265-7;;Springer Compact;YFA_SCO;;Daichi Suzuki;2017-05-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00268-017-4029-0;;Springer Compact;YFA_SCO;;Gona Jaafar;2017-05-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11882-017-0709-y;;Springer Compact;YFA_SCO;;Erica Schultz;2017-05-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40266-017-0469-3;;Springer Compact;YFA_SCO;;Giulia Grande;2017-05-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00383-017-4093-4;;Springer Compact;YFA_SCO;;Elin Öst;2017-05-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00431-017-2917-9;;Springer Compact;YFA_SCO;;Åsa Burström;2017-05-03;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10877-017-0021-3;;Springer Compact;YFA_SCO;;Thorir Sigmundsson;2017-05-03;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10439-017-1847-z;;Springer Compact;YFA_SCO;;Jan-Bernd Stukenborg;2017-05-03;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10198-017-0894-6;;Springer Compact;YFA_SCO;;Hanna Gyllensten;2017-04-24;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11745-017-4256-z;;Springer Compact;YFA_SCO;;Sigurd Vitols;2017-04-24;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00441-017-2626-8;;Springer Compact;YFA_SCO;;Dagmar Galter;2017-04-21;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40136-017-0151-7;;Springer Compact;YFA_SCO;;Anna Granath;2017-04-20;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11901-017-0343-0;;Springer Compact;YFA_SCO;;Hannes Hagström;2017-04-10;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12551-017-0265-7;;Springer Compact;YFA_SCO;;Ralph Knöll;2017-04-10;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00125-017-4279-2;;Springer Compact;YFA_SCO;;Martina Persson;2017-04-06;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00401-017-1708-8;;Springer Compact;YFA_SCO;;Jik Nijssen;2017-04-03;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00701-017-3164-6;;Springer Compact;YFA_SCO;;Oscar Persson;2017-03-30;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00221-017-4948-x;;Springer Compact;YFA_SCO;;Giorgio Innocenti;2017-03-27;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10140-017-1496-4;;Springer Compact;YFA_SCO;;Marius Wick;2017-03-27;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00787-017-0983-1;;Springer Compact;YFA_SCO;;Sven Bölte;2017-03-24;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00228-017-2236-0;;Springer Compact;YFA_SCO;;Giulio Castelpietra;2017-03-20;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00213-017-4609-6;;Springer Compact;YFA_SCO;;Kristoffer Sahlholm;2017-03-20;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40596-017-0706-4;;Springer Compact;YFA_SCO;;Anne Berman;2017-03-20;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00134-017-4773-5;;Springer Compact;YFA_SCO;;Max Bell;2017-03-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10096-017-2950-7;;Springer Compact;YFA_SCO;;A. Matussek;2017-03-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00424-017-1967-1;;Springer Compact;YFA_SCO;;Lars Broman;2017-03-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10910-017-0743-y;;Springer Compact;YFA_SCO;;Dževad Belkić;2017-03-06;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00216-017-0284-z;;Springer Compact;YFA_SCO;;Tuomas Näreoja;2017-03-01;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00268-017-3961-3;;Springer Compact;YFA_SCO;;J. Strömberg;2017-02-28;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11605-017-3389-y;;Springer Compact;YFA_SCO;;Ernesto Sparrelid;2017-02-22;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s41465-017-0011-x;;Springer Compact;YFA_SCO;;Laura Babcock;2017-02-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10549-017-4164-1;;Springer Compact;YFA_SCO;;Linda Zetterlund;2017-02-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10549-017-4163-2;;Springer Compact;YFA_SCO;;Linda Zetterlund;2017-02-15;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11695-017-2603-z;;Springer Compact;YFA_SCO;;Sven Alfonsson;2017-02-13;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s40336-017-0223-1;;Springer Compact;YFA_SCO;;Kenneth Dahl;2017-02-10;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11897-017-0325-0;;Springer Compact;YFA_SCO;;Lars Lund;2017-02-09;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00520-017-3625-8;;Springer Compact;YFA_SCO;;Kay Sundberg;2017-02-08;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11695-017-2576-y;;Springer Compact;YFA_SCO;;Daniel Andersson;2017-01-30;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00464-016-5407-7;;Springer Compact;YFA_SCO;;Klas Pekkari;2017-01-27;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s12026-017-8905-3;;Springer Compact;YFA_SCO;;Mélanie Demers;2017-01-24;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11999-017-5250-8;;Springer Compact;YFA_SCO;;Lars Weidenhielm;2017-01-20;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s00420-017-1200-8;;Springer Compact;YFA_SCO;;Elisabeth Brämberg;2017-01-12;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s11940-017-0439-4;;Springer Compact;YFA_SCO;;AnnaCarin Horne;2017-01-09;2017;;2200,00;discounted;EUR;;Hybrid
10.1007/s10910-016-0728-2;;Springer Compact;YFA_SCO;;Dževad Belkić;2017-01-04;2017;;2200,00;discounted;EUR;;Hybrid
10.1039/c8tb01476k;;Royal Society of Chemistry;YFA_RSC;;Scheynius, A;2018-09-01;2018;;2546,52;unknown;EUR;;Hybrid
10.1039/c8lc00190a;;Royal Society of Chemistry;YFA_RSC;;Richter-Dahlfors, A;2018-05-01;2018;;2546,52;unknown;EUR;;Hybrid
10.1007/s40263-018-0601-x;;Springer Compact;YFA_SCO;;Holly Green;2018-12-19;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00415-018-9163-6;;Springer Compact;YFA_SCO;;Ali Manouchehrinia;2018-12-18;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00018-018-2988-4;;Springer Compact;YFA_SCO;;Sven Bölte;2018-12-17;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00383-018-04428-3;;Springer Compact;YFA_SCO;;Martin Dahlberg;2018-12-17;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00259-018-4242-6;;Springer Compact;YFA_SCO;;Agneta Nordberg;2018-12-17;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00392-018-1399-8;;Springer Compact;YFA_SCO;;Aristomenis Manouras;2018-12-07;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s40261-018-0740-3;;Springer Compact;YFA_SCO;;Per Wändell;2018-12-07;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s10334-018-0727-3;;Springer Compact;YFA_SCO;;Andreas Sigfridsson;2018-12-07;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s10549-018-05083-x;;Springer Compact;YFA_SCO;;Anna Johansson;2018-12-07;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s10910-018-0985-3;;Springer Compact;YFA_SCO;;Dževad Belkić;2018-11-22;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00383-018-4421-3;;Springer Compact;YFA_SCO;;Lina Schollin Ask;2018-11-22;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00268-018-4863-8;;Springer Compact;YFA_SCO;;Anders Olsson;2018-11-16;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s40620-018-0556-5;;Springer Compact;YFA_SCO;;Johan Ärnlöv;2018-11-16;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00464-018-6590-5;;Springer Compact;YFA_SCO;;Dag Holmberg;2018-11-14;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00464-018-6581-6;;Springer Compact;YFA_SCO;;Olof Backman;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s40674-018-0113-3;;Springer Compact;YFA_SCO;;Helene Alexanderson;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00134-018-5467-3;;Springer Compact;YFA_SCO;;A. Milton;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00259-018-4217-7;;Springer Compact;YFA_SCO;;Elena Rodriguez-Vieitez;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s40259-018-0322-1;;Springer Compact;YFA_SCO;;Brian Godman;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00420-018-1380-x;;Springer Compact;YFA_SCO;;Anna Finnes;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s12195-018-00562-z;;Springer Compact;YFA_SCO;;Kenneth Caidahl;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s10459-018-9862-x;;Springer Compact;YFA_SCO;;Anna Hörberg;2018-11-13;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s12028-018-0643-4;;Springer Compact;YFA_SCO;;Maximilian Forssten;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00125-018-4767-z;;Springer Compact;YFA_SCO;;Harriet Wallberg-Henriksson;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s11695-018-3559-3;;Springer Compact;YFA_SCO;;Helena Dreber;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s11523-018-0604-z;;Springer Compact;YFA_SCO;;Irene Eriksson;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00127-018-1618-7;;Springer Compact;YFA_SCO;;Karin Beckman;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s10548-018-0684-1;;Springer Compact;YFA_SCO;;Arran Reader;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00068-018-1045-1;;Springer Compact;YFA_SCO;;Carl-Magnus Wahlgren;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00223-018-0491-4;;Springer Compact;YFA_SCO;;Mathias Haarhaus;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00268-018-4844-y;;Springer Compact;YFA_SCO;;U. Gustafsson;2018-11-02;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00345-018-2539-5;;Springer Compact;YFA_SCO;;C. Reus;2018-10-24;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00228-018-2586-2;;Springer Compact;YFA_SCO;;Jonas Forsman;2018-10-24;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s10910-018-0967-5;;Springer Compact;YFA_SCO;;Dževad Belkić;2018-10-24;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00787-018-1237-6;;Springer Compact;YFA_SCO;;Elena Raffetti;2018-10-10;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s00268-018-4817-1;;Springer Compact;YFA_SCO;;Maximilian Nerlander;2018-10-09;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s11377-018-0304-3;;Springer Compact;YFA_SCO;;J.-M. Löhr;2018-10-09;2018;;2200,00;discounted;EUR;;Hybrid
10.1007/s12035-018-1383-3;;Springer Compact;YFA_SCO;;Taher Darreh-Shori;2018-10-08;2018;;2200,00;discounted;EUR;;Hybrid
10.1245/s10434-018-6869-8;;Springer Compact;YFA_SCO;;Jesper Lagergren;2018-10-02;2018;;2200,00;discounted;EUR;;Hybrid
